kp,ki,kd,targetTicks,timeToTarget_ms,minTicks,maxTicks,avgTicks
0.002400,0.000030,0.000070,-751.0,906.4,-777.0,-743.0,-773.0
0.002400,0.000030,0.000070,-731.0,5000.8,-750.0,-741.0,-744.6
0.002400,0.000030,0.000070,-711.0,5018.4,-722.0,-722.0,-722.0
0.002400,0.000030,0.000070,-691.0,1292.4,-700.0,-695.0,-695.2
0.002400,0.000030,0.000070,-671.0,5014.9,-683.0,-683.0,-683.0
0.002400,0.000030,0.000070,-651.0,5002.8,-663.0,-663.0,-663.0
0.002400,0.000030,0.000070,-631.0,1267.9,-641.0,-640.0,-640.0
0.002400,0.000030,0.000070,-611.0,3154.2,-622.0,-620.0,-621.3
0.002400,0.000030,0.000070,-591.0,1694.7,-600.0,-598.0,-598.1
0.002400,0.000030,0.000070,-571.0,278.5,-580.0,-562.0,-563.7
0.002400,0.000030,0.000070,-551.0,5021.9,-562.0,-562.0,-562.0
0.002400,0.000030,0.000070,-531.0,276.1,-540.0,-537.0,-537.2
0.002400,0.000030,0.000070,-511.0,1164.9,-521.0,-518.0,-518.3
0.002400,0.000030,0.000070,-491.0,245.9,-500.0,-495.0,-495.3
0.002400,0.000030,0.000070,-471.0,433.5,-481.0,-481.0,-481.0
0.002400,0.000030,0.000070,-451.0,220.4,-460.0,-459.0,-459.0
0.002400,0.000030,0.000070,-431.0,248.5,-439.0,-438.0,-438.0
0.002400,0.000030,0.000070,-411.0,783.4,-420.0,-415.0,-417.3
0.002400,0.000030,0.000070,-391.0,334.3,-400.0,-392.0,-393.0
0.002400,0.000030,0.000070,-371.0,572.6,-380.0,-378.0,-378.3
0.002400,0.000030,0.000070,-351.0,247.5,-360.0,-358.0,-358.1
0.002400,0.000030,0.000070,-331.0,427.9,-340.0,-333.0,-333.7
0.002400,0.000030,0.000070,-311.0,432.3,-320.0,-318.0,-318.1
0.002400,0.000030,0.000070,-291.0,251.0,-300.0,-297.0,-297.3
0.002400,0.000030,0.000070,-271.0,997.5,-280.0,-277.0,-277.1
0.002400,0.000030,0.000070,-251.0,222.2,-259.0,-255.0,-255.1
0.002400,0.000030,0.000070,-231.0,364.5,-241.0,-224.0,-236.8
0.002400,0.000030,0.000070,-211.0,424.5,-220.0,-215.0,-216.2
0.002400,0.000030,0.000070,-191.0,1109.6,-199.0,-195.0,-195.7
0.002400,0.000030,0.000070,-171.0,213.9,-178.0,-174.0,-174.3
0.002400,0.000030,0.000070,-151.0,191.0,-160.0,-152.0,-152.6
0.002400,0.000030,0.000070,-131.0,435.2,-141.0,-134.0,-135.5
0.002400,0.000030,0.000070,-111.0,1054.8,-120.0,-114.0,-115.6
0.002400,0.000030,0.000070,-91.0,246.3,-99.0,-90.0,-90.7
0.002400,0.000030,0.000070,-71.0,250.5,-81.0,-78.0,-78.4
0.002400,0.000030,0.000070,-51.0,188.9,-57.0,-52.0,-53.1
0.002400,0.000030,0.000070,-31.0,1499.5,-40.0,-34.0,-34.4
0.002400,0.000030,0.000070,-11.0,279.6,-20.0,-10.0,-12.9
0.002400,0.000030,0.000070,9.0,190.2,1.0,9.0,8.4
0.002400,0.000030,0.000070,29.0,306.3,20.0,32.0,25.1
0.002400,0.000030,0.000070,49.0,453.3,40.0,48.0,45.9
0.002400,0.000030,0.000070,69.0,1080.2,59.0,70.0,61.8
0.002400,0.000030,0.000070,89.0,161.8,80.0,84.0,83.8
0.002400,0.000030,0.000070,109.0,163.8,101.0,112.0,110.9
0.002400,0.000030,0.000070,129.0,163.8,119.0,135.0,128.4
0.002400,0.000030,0.000070,149.0,192.3,139.0,148.0,145.7
0.002400,0.000030,0.000070,169.0,217.4,163.0,174.0,173.3
0.002400,0.000030,0.000070,189.0,216.1,180.0,190.0,188.2
0.002400,0.000030,0.000070,209.0,337.1,200.0,208.0,206.2
0.002400,0.000030,0.000070,229.0,1023.3,220.0,232.0,227.8
0.002400,0.000030,0.000070,249.0,453.7,241.0,252.0,249.7
0.002400,0.000030,0.000070,269.0,249.0,259.0,264.0,262.5
0.002400,0.000030,0.000070,289.0,9.9,289.0,297.0,296.5
0.002400,0.000030,0.000070,309.0,574.2,300.0,314.0,308.9
0.002400,0.000030,0.000070,329.0,304.7,320.0,337.0,327.5
0.002400,0.000030,0.000070,349.0,129.5,340.0,347.0,344.6
0.002400,0.000030,0.000070,369.0,160.4,364.0,365.0,364.1
0.002400,0.000030,0.000070,389.0,1018.7,379.0,389.0,384.9
0.002400,0.000030,0.000070,409.0,191.3,401.0,412.0,410.5
0.002400,0.000030,0.000070,429.0,132.4,421.0,428.0,427.5
0.002400,0.000030,0.000070,449.0,182.8,442.0,451.0,450.1
0.002400,0.000030,0.000070,469.0,187.9,461.0,468.0,467.5
0.002400,0.000030,0.000070,489.0,125.0,481.0,493.0,492.4
0.002400,0.000030,0.000070,509.0,136.4,500.0,511.0,506.8
0.002400,0.000030,0.000070,529.0,1787.3,519.0,537.0,528.0
0.002400,0.000030,0.000070,549.0,209.3,539.0,562.0,557.8
0.002400,0.000030,0.000070,569.0,14.8,562.0,563.0,562.4
0.002400,0.000030,0.000070,589.0,15.7,581.0,591.0,590.3
0.002400,0.000030,0.000070,609.0,165.3,602.0,620.0,618.2
0.002400,0.000030,0.000070,629.0,9.4,620.0,622.0,620.6
0.002400,0.000030,0.000070,649.0,130.9,641.0,650.0,645.2
0.002400,0.000030,0.000070,669.0,221.3,663.0,670.0,669.6
0.002400,0.000030,0.000070,689.0,123.5,680.0,691.0,683.2
0.002400,0.000030,0.000070,709.0,1913.2,702.0,711.0,705.0
0.002400,0.000030,0.000070,729.0,131.1,720.0,727.0,726.7
0.002400,0.000030,0.000070,749.0,155.2,743.0,748.0,747.8
